DY
540
28
attr1;attr2;attr3;attr4;attr5;attr6;attr7;attr8;attr9;attr10;attr11;attr12;attr13;attr14;attr15;attr16;attr17;attr18;attr19;attr20;attr21;attr22;attr23;attr24;attr25;attr26;attr27;attr28;
classe17_26.bmp;-0.585101;-1.746523;-0.57893;-0.71758;-1.377595;-1.226247;-1.312081;-0.99619;-0.916289;-0.981005;-1.039364;-0.981005;-0.916289;-0.99619;-1.312081;-1.226247;-1.377595;-0.71758;-0.57893;-1.746523;-0.297188;-0.231025;0.00454;0.032543;0.579989;0.910751;0.443979;-0.346998;17.0
classe17_27.bmp;-1.466978;-0.527104;-0.383291;-0.653683;-1.029607;-0.630304;-1.264482;-1.062821;-0.859686;-0.866757;-2.212854;-0.866757;-0.859686;-1.062821;-1.264482;-0.630304;-1.029607;-0.653683;-0.383291;-0.527104;1.015618;0.664835;0.937217;0.993652;1.445775;1.583103;1.374851;1.031251;17.0
classe17_28.bmp;-1.419863;-0.506696;-0.30166;-0.633733;-0.959461;-0.553089;-1.192011;-1.049615;-0.773441;-0.848707;-2.152689;-0.848707;-0.773441;-1.049615;-1.192011;-0.553089;-0.959461;-0.633733;-0.30166;-0.506696;0.997796;0.769006;0.814654;0.857006;1.476434;1.557691;1.329998;1.022912;17.0
classe17_29.bmp;-1.377144;-0.505505;-0.217829;-0.605573;-0.905218;-0.531838;-1.136725;-1.028732;-0.686733;-0.855981;-2.100284;-0.855981;-0.686733;-1.028732;-1.136725;-0.531838;-0.905218;-0.605573;-0.217829;-0.505505;0.98828;0.858573;0.826241;0.958616;1.527027;1.525166;1.293157;1.017538;17.0
classe17_30.bmp;-1.335303;-0.470549;-0.139979;-0.536422;-0.873528;-0.46862;-1.095948;-0.994036;-0.601441;-0.818888;-2.047549;-0.818888;-0.601441;-0.994036;-1.095948;-0.46862;-0.873528;-0.536422;-0.139979;-0.470549;0.999779;0.890083;0.778201;1.01265;1.503838;1.563665;1.255276;1.020052;17.0
classe17_31.bmp;-1.272593;-0.426134;-0.069419;-0.475011;-0.794827;-0.382759;-1.018633;-0.934285;-0.533293;-0.780823;-1.959594;-0.780823;-0.533293;-0.934285;-1.018633;-0.382759;-0.794827;-0.475011;-0.069419;-0.426134;1.008165;0.993396;0.844942;0.919076;1.440387;1.545741;1.219524;1.053807;17.0
classe17_32.bmp;-1.211762;-0.38042;-0.007462;-0.455356;-0.708868;-0.293466;-0.927449;-0.906793;-0.475702;-0.751414;-1.869591;-0.751414;-0.475702;-0.906793;-0.927449;-0.293466;-0.708868;-0.455356;-0.007462;-0.38042;1.043678;0.892487;0.836747;0.909113;1.424027;1.504288;1.175901;1.067578;17.0
classe17_33.bmp;-0.718265;-0.715559;0.13276;-0.252659;-0.602144;-0.791851;-0.375091;-0.581009;-0.55736;-0.644826;-0.210423;-0.644826;-0.55736;-0.581009;-0.375091;-0.791851;-0.602144;-0.252659;0.13276;-0.715559;0.466351;0.240738;0.081172;0.263275;0.726654;1.01603;0.554854;0.30372;17.0
classe17_34.bmp;-0.856129;-0.400439;0.14662;-0.253876;-0.539603;-0.492152;-0.371387;-0.531818;-0.658292;-0.223704;-0.613483;-0.223704;-0.658292;-0.531818;-0.371387;-0.492152;-0.539603;-0.253876;0.14662;-0.400439;0.76299;0.499406;0.277365;0.430935;1.018922;1.183377;0.74027;0.651346;17.0
classe17_35.bmp;-0.791939;-0.331506;0.210489;-0.170272;-0.467289;-0.391127;-0.280238;-0.470109;-0.594541;-0.155547;-0.551551;-0.155547;-0.594541;-0.470109;-0.280238;-0.391127;-0.467289;-0.170272;0.210489;-0.331506;0.716766;0.528798;0.122864;0.237994;0.988159;1.172409;0.676996;0.636083;17.0
classe17_36.bmp;-0.705531;-0.255813;0.316249;-0.069286;-0.343495;-0.320912;-0.219802;-0.375633;-0.519029;-0.060809;-0.467053;-0.060809;-0.519029;-0.375633;-0.219802;-0.320912;-0.343495;-0.069286;0.316249;-0.255813;0.682729;0.484736;0.283823;0.42421;0.990228;1.126714;0.562736;0.546001;17.0
classe17_37.bmp;-0.597193;-0.216951;0.388911;0.091208;-0.258116;-0.238535;-0.145348;-0.30695;-0.40964;0.019925;-0.428097;0.019925;-0.40964;-0.30695;-0.145348;-0.238535;-0.258116;0.091208;0.388911;-0.216951;0.684651;0.287633;0.309361;0.324031;0.902009;1.086297;0.435676;0.437474;17.0
classe17_38.bmp;-0.495652;-1.00479;0.23905;0.036679;-0.694871;0.062484;-0.341513;-0.397436;-0.155993;-0.456381;-0.225167;-0.456381;-0.155993;-0.397436;-0.341513;0.062484;-0.694871;0.036679;0.23905;-1.00479;0.75543;0.207566;-0.333642;-0.985929;-1.583335;-0.941225;0.541392;0.527325;17.0
classe17_39.bmp;-0.082791;-1.519401;-0.713859;0.708637;-0.665304;-1.230847;-0.085594;-0.093893;-0.651847;-0.482197;-0.112067;-0.482197;-0.651847;-0.093893;-0.085594;-1.230847;-0.665304;0.708637;-0.713859;-1.519401;0.14643;-0.141587;0.075818;-0.758024;-1.601419;-0.895314;0.095728;-0.29069;17.0
classe17_40.bmp;-0.046922;-1.449276;-0.673698;0.492134;-0.81605;-0.952699;0.105286;-0.305063;-0.665013;-0.375363;-0.208332;-0.375363;-0.665013;-0.305063;0.105286;-0.952699;-0.81605;0.492134;-0.673698;-1.449276;-0.095414;-0.433439;0.058577;-0.860945;-1.510356;-0.830841;0.02377;-0.418346;17.0
classe17_41.bmp;0.014805;-1.496481;-0.788852;0.506202;-0.828438;-1.184847;-0.038843;-0.078232;-0.529644;-0.508995;-0.320576;-0.508995;-0.529644;-0.078232;-0.038843;-1.184847;-0.828438;0.506202;-0.788852;-1.496481;-0.110381;-0.191748;0.180988;-0.722684;-1.445044;-0.84227;-0.016455;-0.480418;17.0
classe17_42.bmp;-0.113104;-1.546178;-0.721671;0.490038;-0.918267;-1.073712;-0.014808;-0.301354;-0.672933;-0.423051;-0.281507;-0.423051;-0.672933;-0.301354;-0.014808;-1.073712;-0.918267;0.490038;-0.721671;-1.546178;0.246544;-0.026742;0.083164;-0.809462;-1.498837;-0.878232;0.17494;-0.156558;17.0
classe17_43.bmp;-0.164332;-1.264318;-0.418667;0.571855;-0.694079;-0.879134;-0.095149;-0.302396;-0.357704;-0.287559;-0.274898;-0.287559;-0.357704;-0.302396;-0.095149;-0.879134;-0.694079;0.571855;-0.418667;-1.264318;0.285302;-0.239363;-0.652426;-1.246785;-1.718889;-0.96964;0.188933;-0.02917;17.0
classe17_44.bmp;-1.602134;-0.414798;-0.450808;-0.731485;-0.90591;-0.800888;-1.171869;-1.061821;-0.973529;-0.797188;-2.224299;-0.797188;-0.973529;-1.061821;-1.171869;-0.800888;-0.90591;-0.731485;-0.450808;-0.414798;1.403183;1.152005;0.47347;0.615415;0.963358;1.135924;1.719165;1.505155;17.0
classe17_45.bmp;-1.95352;-0.555195;-0.730898;-1.009828;-1.310531;-0.992487;-1.557144;-1.306519;-1.250971;-0.90603;-2.655687;-0.90603;-1.250971;-1.306519;-1.557144;-0.992487;-1.310531;-1.009828;-0.730898;-0.555195;1.32778;1.504365;0.596905;0.600646;1.079149;1.196172;2.004372;1.501119;17.0
classe22_01.bmp;0.713371;0.090368;-0.674823;-0.198369;0.363523;0.608829;0.566369;0.492119;0.335328;0.17049;0.202953;0.17049;0.335328;0.492119;0.566369;0.608829;0.363523;-0.198369;-0.674823;0.090368;-0.34301;-0.492737;-0.494482;-0.739053;-0.989199;-0.843087;-0.63531;-0.523928;22.0
classe22_02.bmp;0.621219;-0.079964;-0.699748;-0.321688;0.210121;0.377293;0.434302;0.413326;0.300971;0.128372;0.094083;0.128372;0.300971;0.413326;0.434302;0.377293;0.210121;-0.321688;-0.699748;-0.079964;-0.296649;-0.430716;-0.393734;-0.723203;-0.953479;-0.807512;-0.55393;-0.516459;22.0
classe22_03.bmp;0.268343;-0.652041;-1.014716;-0.651599;-0.221159;-0.10999;-0.117804;-0.075649;-0.11458;-0.311273;-0.183176;-0.311273;-0.11458;-0.075649;-0.117804;-0.10999;-0.221159;-0.651599;-1.014716;-0.652041;-0.126804;-0.255221;-0.390789;-0.471889;-0.718667;-0.852736;-0.20907;-0.387295;22.0
classe22_04.bmp;0.133978;-0.815493;-1.38121;-1.037377;-0.761777;-0.634903;-0.461851;-0.289668;-0.267727;-0.502029;-0.443495;-0.502029;-0.267727;-0.289668;-0.461851;-0.634903;-0.761777;-1.037377;-1.38121;-0.815493;-0.258467;-0.405145;-0.409464;-0.296252;-0.693726;-0.834203;-0.073205;-0.401481;22.0
classe22_05.bmp;0.135846;-0.840831;-1.618993;-1.039063;-0.508471;-0.329991;-0.348652;-0.351037;-0.347549;-0.529851;-0.488915;-0.529851;-0.347549;-0.351037;-0.348652;-0.329991;-0.508471;-1.039063;-1.618993;-0.840831;-0.20166;-0.343093;-0.21144;-0.308984;-0.646583;-0.76441;-0.05439;-0.369046;22.0
classe22_06.bmp;-0.076141;-0.950119;-1.648006;-1.32335;-1.007939;-0.832682;-0.673048;-0.5884;-0.451013;-0.686366;-0.64775;-0.686366;-0.451013;-0.5884;-0.673048;-0.832682;-1.007939;-1.32335;-1.648006;-0.950119;0.051986;-0.113044;-0.151235;-0.291801;-0.566167;-0.775607;0.220073;-0.051059;22.0
classe22_07.bmp;0.010266;-0.640366;-1.059238;-0.954335;-0.723428;-0.488369;-0.295099;-0.178104;-0.137437;-0.446658;-0.415633;-0.446658;-0.137437;-0.178104;-0.295099;-0.488369;-0.723428;-0.954335;-1.059238;-0.640366;0.268131;-0.082574;-0.112618;-0.25966;-0.610814;-0.687114;0.104197;0.024306;22.0
classe22_08.bmp;-0.02728;-0.573549;-0.899095;-0.799502;-0.77859;-0.571539;-0.34925;-0.195424;-0.195834;-0.385029;-0.356884;-0.385029;-0.195834;-0.195424;-0.34925;-0.571539;-0.77859;-0.799502;-0.899095;-0.573549;0.514733;0.120519;-0.101758;0.002495;-0.5864;-0.713048;0.162967;0.167304;22.0
classe22_09.bmp;-0.046739;-0.774036;-1.059742;-0.731422;-0.587523;-0.457963;-0.414793;-0.350642;-0.259093;-0.450101;-0.358814;-0.450101;-0.259093;-0.350642;-0.414793;-0.457963;-0.587523;-0.731422;-1.059742;-0.774036;0.372896;0.006453;-0.149514;-0.236672;-0.664275;-0.713923;0.160396;0.058795;22.0
classe22_10.bmp;-0.126625;-0.937066;-1.459768;-1.007082;-0.771291;-0.618683;-0.634424;-0.62642;-0.48865;-0.564701;-0.463391;-0.564701;-0.48865;-0.62642;-0.634424;-0.618683;-0.771291;-1.007082;-1.459768;-0.937066;0.065521;-0.173944;-0.424968;-0.401097;-0.710795;-0.803692;0.220517;-0.050568;22.0
classe22_11.bmp;-0.041779;-0.907637;-1.536395;-0.964534;-0.644041;-0.557812;-0.569213;-0.45574;-0.336883;-0.609252;-0.533112;-0.609252;-0.336883;-0.45574;-0.569213;-0.557812;-0.644041;-0.964534;-1.536395;-0.907637;-0.1658;-0.317216;-0.358184;-0.543121;-0.691467;-0.810051;0.109069;-0.207315;22.0
classe22_12.bmp;0.278261;-0.664613;-1.140939;-0.632573;-0.212721;-0.10393;-0.187168;-0.10356;-0.052171;-0.297318;-0.289566;-0.297318;-0.052171;-0.10356;-0.187168;-0.10393;-0.212721;-0.632573;-1.140939;-0.664613;-0.378879;-0.495045;-0.296622;-0.419856;-0.869036;-0.773375;-0.255237;-0.531166;22.0
classe22_13.bmp;0.242056;-0.561768;-0.96355;-0.585874;-0.287501;-0.114821;-0.070704;0.005401;-0.045503;-0.231301;-0.257577;-0.231301;-0.045503;0.005401;-0.070704;-0.114821;-0.287501;-0.585874;-0.96355;-0.561768;-0.166022;-0.319115;-0.412027;-0.505216;-0.816982;-0.844309;-0.22553;-0.428406;22.0
classe22_14.bmp;0.645692;-0.122548;-0.776116;-0.296772;0.128386;0.270681;0.302835;0.376603;0.296548;0.131213;0.079781;0.131213;0.296548;0.376603;0.302835;0.270681;0.128386;-0.296772;-0.776116;-0.122548;-0.514394;-0.725027;-0.736018;-0.81153;-1.103967;-0.904224;-0.634081;-0.769177;22.0
classe22_15.bmp;0.624468;0.014265;-0.729899;-0.153142;0.343129;0.520425;0.46012;0.476652;0.335539;0.124397;0.026159;0.124397;0.335539;0.476652;0.46012;0.520425;0.343129;-0.153142;-0.729899;0.014265;-0.130699;-0.50378;-0.72018;-0.657791;-1.031443;-0.870308;-0.578765;-0.531064;22.0
classe22_16.bmp;0.839361;0.172192;-0.405806;-0.150315;0.044723;0.190759;0.308554;0.460082;0.398871;0.25099;0.258209;0.25099;0.398871;0.460082;0.308554;0.190759;0.044723;-0.150315;-0.405806;0.172192;-0.835396;-0.312277;-0.014358;-0.457065;-0.885485;-0.749427;-0.871638;-1.057026;22.0
classe22_17.bmp;0.348771;-0.3433;-0.731661;-0.479367;-0.44792;-0.370612;-0.234793;-0.129707;-0.083125;-0.153313;0.044354;-0.153313;-0.083125;-0.129707;-0.234793;-0.370612;-0.44792;-0.479367;-0.731661;-0.3433;-0.197631;0.328979;0.425663;0.291311;-0.418204;-0.68688;-0.323629;-0.450581;22.0
classe22_18.bmp;0.297486;-0.458771;-0.929843;-0.96974;-1.05638;-0.823144;-0.485956;-0.40606;-0.257002;-0.298763;-0.190038;-0.298763;-0.257002;-0.40606;-0.485956;-0.823144;-1.05638;-0.96974;-0.929843;-0.458771;-0.382773;0.152889;0.302592;0.360026;-0.550445;-0.726083;-0.287532;-0.594521;22.0
classe22_19.bmp;0.512712;-0.298344;-0.676541;-0.504645;-0.389698;-0.315205;-0.085211;0.119817;0.095211;-0.057325;-0.044573;-0.057325;0.095211;0.119817;-0.085211;-0.315205;-0.389698;-0.504645;-0.676541;-0.298344;-0.396001;0.108363;0.267648;0.231956;-0.522966;-0.629189;-0.486119;-0.649084;22.0
classe22_20.bmp;0.404695;-0.485958;-1.014705;-0.79939;-0.507584;-0.294079;-0.111927;-0.005791;-0.035649;-0.18857;-0.133782;-0.18857;-0.035649;-0.005791;-0.111927;-0.294079;-0.507584;-0.79939;-1.014705;-0.485958;-0.019268;0.225997;0.388202;0.16464;-0.447781;-0.526188;-0.262895;-0.304276;22.0
classe22_21.bmp;0.298327;-0.702932;-1.218592;-1.120931;-0.804973;-0.516388;-0.313969;-0.227748;-0.225945;-0.378628;-0.350797;-0.378628;-0.225945;-0.227748;-0.313969;-0.516388;-0.804973;-1.120931;-1.218592;-0.702932;-0.315648;0.395719;0.532011;0.231514;-0.578827;-0.584992;-0.174469;-0.376972;22.0
classe22_22.bmp;0.254944;-0.739672;-1.201861;-0.954795;-0.59116;-0.425837;-0.340989;-0.166481;-0.212837;-0.422056;-0.404805;-0.422056;-0.212837;-0.166481;-0.340989;-0.425837;-0.59116;-0.954795;-1.201861;-0.739672;-0.263023;0.495774;0.744743;0.908303;-0.313673;-0.541009;-0.113814;-0.258452;22.0
classe22_23.bmp;0.28204;-0.598784;-1.10059;-0.771294;-0.44579;-0.221322;-0.134531;-0.110876;-0.263937;-0.351177;-0.236818;-0.351177;-0.263937;-0.110876;-0.134531;-0.221322;-0.44579;-0.771294;-1.10059;-0.598784;0.028114;0.480062;0.784072;0.281232;-0.487294;-0.504888;-0.148083;-0.217043;22.0
classe22_24.bmp;0.107811;-0.662596;-0.997956;-0.747882;-0.554272;-0.37769;-0.338002;-0.324946;-0.220058;-0.385419;-0.342214;-0.385419;-0.220058;-0.324946;-0.338002;-0.37769;-0.554272;-0.747882;-0.997956;-0.662596;-0.018544;0.617706;0.893562;0.420453;-0.430396;-0.505368;-0.034836;-0.183198;22.0
classe22_25.bmp;0.504803;-0.433665;-0.891555;-0.918613;-1.041658;-1.039962;-0.740427;-0.416294;-0.190586;-0.226547;-0.124338;-0.226547;-0.190586;-0.416294;-0.740427;-1.039962;-1.041658;-0.918613;-0.891555;-0.433665;-0.75078;0.029141;0.107352;-0.250503;-0.725926;-0.745413;-0.500915;-0.927803;22.0
classe22_26.bmp;1.657781;0.912601;-0.026769;-0.038301;-0.043722;0.021378;0.285758;0.641659;0.684901;0.687892;0.716909;0.687892;0.684901;0.641659;0.285758;0.021378;-0.043722;-0.038301;-0.026769;0.912601;-1.773631;-1.382342;-1.199036;-1.364544;-1.401687;-0.924612;-1.650221;-2.340196;22.0
classe22_27.bmp;0.807153;-0.171933;-0.646093;-0.427653;-0.333436;-0.266991;-0.08435;0.131955;0.147943;0.045584;0.096468;0.045584;0.147943;0.131955;-0.08435;-0.266991;-0.333436;-0.427653;-0.646093;-0.171933;-0.870213;-0.495;-0.242996;-0.455818;-0.93534;-0.814702;-0.827725;-1.242936;22.0
classe22_28.bmp;0.888146;0.188635;-0.225508;0.104927;0.422671;0.528553;0.578958;0.676251;0.498972;0.361218;0.345383;0.361218;0.498972;0.676251;0.578958;0.528553;0.422671;0.104927;-0.225508;0.188635;-0.854397;-0.602192;-0.342042;-0.572593;-0.970454;-0.720352;-0.947122;-1.134625;22.0
classe22_29.bmp;-0.721081;-0.54738;-0.951236;-0.890904;-1.05965;-0.743624;-0.616235;-0.65453;-0.519026;-0.710577;-0.587446;-0.710577;-0.519026;-0.65453;-0.616235;-0.743624;-1.05965;-0.890904;-0.951236;-0.54738;0.78754;0.005754;-0.299731;-0.438588;-0.657988;-0.272355;0.936025;0.968114;22.0
classe22_30.bmp;1.251242;0.114035;-0.732697;-0.64425;-0.557048;-0.45908;-0.210447;0.102827;0.256939;0.292651;0.355249;0.292651;0.256939;0.102827;-0.210447;-0.45908;-0.557048;-0.64425;-0.732697;0.114035;-1.346924;-1.363707;-1.51643;-1.562536;-1.276924;-0.864918;-1.211232;-1.870782;22.0
classe22_31.bmp;1.011137;-0.372578;-1.244216;-1.177919;-1.093763;-1.105106;-0.954275;-0.644297;-0.211479;-0.102051;-0.027873;-0.102051;-0.211479;-0.644297;-0.954275;-1.105106;-1.093763;-1.177919;-1.244216;-0.372578;-1.188632;-1.345654;-1.462268;-1.368039;-1.162833;-0.831798;-0.927166;-1.672242;22.0
classe22_32.bmp;0.322163;-0.879439;-1.205323;-0.984977;-0.834471;-0.699187;-0.308992;-0.081542;-0.144742;-0.418565;-0.413877;-0.418565;-0.144742;-0.081542;-0.308992;-0.699187;-0.834471;-0.984977;-1.205323;-0.879439;-0.528986;-0.640173;-0.791054;-0.811879;-0.54214;-0.535978;-0.337827;-0.901153;22.0
classe22_33.bmp;-0.515755;-1.160513;-1.543776;-1.636571;-1.600095;-1.263491;-1.088996;-0.913389;-0.685065;-0.876239;-0.7632;-0.876239;-0.685065;-0.913389;-1.088996;-1.263491;-1.600095;-1.636571;-1.543776;-1.160513;0.366314;0.267404;0.185156;0.264387;0.142002;-0.343293;0.587005;0.123628;22.0
classe22_34.bmp;0.028893;-1.077352;-1.371974;-1.020769;-1.158049;-1.248224;-0.832992;-0.571299;-0.360499;-0.536106;-0.499991;-0.536106;-0.360499;-0.571299;-0.832992;-1.248224;-1.158049;-1.020769;-1.371974;-1.077352;-0.229815;-0.246666;-0.303175;-0.372147;-0.247358;-0.505698;-0.00496;-0.515023;22.0
classe22_35.bmp;0.712104;-0.796114;-1.733948;-1.506744;-1.232263;-1.220176;-1.217377;-0.946323;-0.485606;-0.443605;-0.310081;-0.443605;-0.485606;-0.946323;-1.217377;-1.220176;-1.232263;-1.506744;-1.733948;-0.796114;-0.992453;-1.001845;-1.246593;-1.238089;-0.909172;-0.72697;-0.622215;-1.409933;22.0
classe22_36.bmp;0.180565;-1.358931;-2.110328;-2.012817;-2.150043;-2.122815;-1.63774;-1.317757;-0.912949;-0.965323;-0.772496;-0.965323;-0.912949;-1.317757;-1.63774;-2.122815;-2.150043;-2.012817;-2.110328;-1.358931;-0.689876;-0.63327;-0.478776;-0.4725;-0.443211;-0.621375;-0.075911;-0.926959;22.0
classe22_37.bmp;0.570874;-0.865708;-1.699154;-1.621517;-1.343626;-1.233584;-0.946324;-0.570255;-0.465902;-0.606971;-0.417549;-0.606971;-0.465902;-0.570255;-0.946324;-1.233584;-1.343626;-1.621517;-1.699154;-0.865708;-0.875068;-0.612963;-0.847942;-0.814739;-0.714967;-0.648656;-0.500538;-1.246819;22.0
classe22_38.bmp;1.036669;-0.224414;-1.202578;-1.148076;-0.739362;-0.461318;-0.197957;0.087462;0.221822;0.070517;0.042039;0.070517;0.221822;0.087462;-0.197957;-0.461318;-0.739362;-1.148076;-1.202578;-0.224414;-1.093696;-1.19797;-1.264317;-1.370553;-1.024111;-0.66451;-0.980866;-1.649371;22.0
classe22_39.bmp;1.35127;0.216941;-0.70965;-0.283002;0.356615;0.725487;0.761751;0.731578;0.576545;0.462231;0.404114;0.462231;0.576545;0.731578;0.761751;0.725487;0.356615;-0.283002;-0.70965;0.216941;-1.330506;-1.331378;-1.395971;-1.470883;-1.155873;-0.676366;-1.335952;-1.956024;22.0
classe22_40.bmp;1.395061;0.254863;-0.74091;-0.490108;-0.158216;0.033544;0.16472;0.313724;0.374843;0.353313;0.388744;0.353313;0.374843;0.313724;0.16472;0.033544;-0.158216;-0.490108;-0.74091;0.254863;-1.360589;-1.601312;-1.52595;-1.609263;-1.282031;-0.827854;-1.347042;-2.031903;22.0
classe22_41.bmp;1.513848;0.468224;-0.605616;-0.479285;-0.219445;-0.011807;0.24159;0.491341;0.496795;0.478758;0.51358;0.478758;0.496795;0.491341;0.24159;-0.011807;-0.219445;-0.479285;-0.605616;0.468224;-1.509284;-1.824116;-1.861241;-1.804445;-1.429607;-0.897702;-1.468856;-2.212703;22.0
classe22_42.bmp;-0.280906;-0.7089;-1.230085;-1.275635;-1.178427;-1.021654;-0.760748;-0.602812;-0.398639;-0.575858;-0.492833;-0.575858;-0.398639;-0.602812;-0.760748;-1.021654;-1.178427;-1.275635;-1.230085;-0.7089;0.276868;-0.296976;-0.348654;-0.472443;-0.391974;-0.59374;0.325544;0.061287;22.0
classe22_43.bmp;0.283107;-0.637364;-1.386204;-1.012816;-0.700994;-0.490547;-0.055443;-0.001061;-0.141738;-0.34814;-0.391749;-0.34814;-0.141738;-0.001061;-0.055443;-0.490547;-0.700994;-1.012816;-1.386204;-0.637364;0.73003;0.16777;-0.390601;-0.775721;-0.796475;-0.714365;-0.036911;-0.002215;22.0
classe22_44.bmp;0.258187;-0.735686;-1.519374;-1.089353;-0.687501;-0.544137;-0.216611;-0.089863;-0.152762;-0.502425;-0.482291;-0.502425;-0.152762;-0.089863;-0.216611;-0.544137;-0.687501;-1.089353;-1.519374;-0.735686;0.666923;0.246008;-0.467188;-0.505081;-0.759668;-0.676075;0.011142;0.023929;22.0
classe22_45.bmp;0.142991;-0.959979;-1.745154;-1.298201;-0.958382;-0.841751;-0.308839;-0.157361;-0.338502;-0.749465;-0.668378;-0.749465;-0.338502;-0.157361;-0.308839;-0.841751;-0.958382;-1.298201;-1.745154;-0.959979;0.509075;0.374303;-0.304905;-0.516596;-0.53031;-0.631837;0.107692;-0.034411;22.0
classe24_01.bmp;1.403777;0.511221;-0.100926;0.82525;1.417055;1.136579;0.807409;0.860504;0.721123;0.569454;0.507698;0.569454;0.721123;0.860504;0.807409;1.136579;1.417055;0.82525;-0.100926;0.511221;-2.151773;-2.013484;-1.531919;-1.36947;-1.001584;-0.8975;-1.426341;-1.764004;24.0
classe24_02.bmp;1.539467;0.825624;0.046287;0.557357;1.15596;1.254149;1.149063;1.09597;0.822399;0.684108;0.615598;0.684108;0.822399;1.09597;1.149063;1.254149;1.15596;0.557357;0.046287;0.825624;-2.159662;-1.861962;-1.538468;-1.418402;-1.05984;-0.90104;-1.562838;-1.929044;24.0
classe24_03.bmp;1.525062;0.828547;0.065713;0.488609;0.980022;1.180248;1.148649;1.077053;0.762838;0.62312;0.601519;0.62312;0.762838;1.077053;1.148649;1.180248;0.980022;0.488609;0.065713;0.828547;-2.115437;-1.878767;-1.509166;-1.335977;-1.006219;-0.867743;-1.546466;-1.90271;24.0
classe24_04.bmp;1.568094;0.97849;0.258798;0.702691;1.137886;1.21952;1.138032;1.084757;0.81712;0.739631;0.768714;0.739631;0.81712;1.084757;1.138032;1.21952;1.137886;0.702691;0.258798;0.97849;-2.118529;-2.10884;-1.704908;-1.457622;-1.071169;-0.938615;-1.6188;-1.997085;24.0
classe24_05.bmp;1.366663;0.948444;0.31625;0.602555;0.700802;0.620846;0.632663;0.836106;0.802844;0.793091;0.750561;0.793091;0.802844;0.836106;0.632663;0.620846;0.700802;0.602555;0.31625;0.948444;-1.78806;-2.020612;-1.481781;-1.210402;-0.856152;-0.844263;-1.415415;-1.571251;24.0
classe24_06.bmp;1.273906;0.844418;0.328219;0.66512;0.647785;0.512541;0.524911;0.800516;0.769182;0.714208;0.658455;0.714208;0.769182;0.800516;0.524911;0.512541;0.647785;0.66512;0.328219;0.844418;-1.750876;-1.956734;-1.43978;-1.029327;-0.791531;-0.837675;-1.333847;-1.470715;24.0
classe24_07.bmp;1.482366;0.727599;-0.085172;0.23569;0.68033;0.854828;0.806401;0.757941;0.55533;0.507687;0.579128;0.507687;0.55533;0.757941;0.806401;0.854828;0.68033;0.23569;-0.085172;0.727599;-2.142917;-1.899697;-1.544459;-1.28722;-1.020186;-0.946508;-1.490733;-1.919379;24.0
classe24_08.bmp;1.470345;0.655823;-0.235706;0.237753;0.977701;1.209918;1.01852;0.830731;0.588326;0.510181;0.514756;0.510181;0.588326;0.830731;1.01852;1.209918;0.977701;0.237753;-0.235706;0.655823;-2.118831;-1.77102;-1.437378;-1.225426;-0.970905;-0.908761;-1.474696;-1.88898;24.0
classe24_09.bmp;1.50375;0.668437;-0.296751;0.12537;0.859423;1.064185;0.900748;0.84158;0.637345;0.542789;0.524086;0.542789;0.637345;0.84158;0.900748;1.064185;0.859423;0.12537;-0.296751;0.668437;-2.218749;-2.034777;-1.709644;-1.577726;-1.15077;-0.941134;-1.504064;-1.994241;24.0
classe24_10.bmp;1.921892;1.738815;1.138383;1.482892;1.705974;1.637971;1.535094;1.61213;1.32264;1.25785;1.170362;1.25785;1.32264;1.61213;1.535094;1.637971;1.705974;1.482892;1.138383;1.738815;-2.316524;-1.956098;-1.667986;-1.512603;-1.173861;-1.056613;-2.041648;-2.606458;24.0
classe24_11.bmp;1.685918;1.376768;0.911797;1.50436;1.801374;1.697089;1.543089;1.487772;1.092861;0.961533;0.909401;0.961533;1.092861;1.487772;1.543089;1.697089;1.801374;1.50436;0.911797;1.376768;-2.031614;-1.11291;-1.082484;-0.973261;-0.788935;-0.891491;-1.794343;-2.04772;24.0
classe24_12.bmp;1.674455;1.517947;1.122109;1.587909;1.771294;1.775227;1.669903;1.635581;1.211326;1.056928;1.000881;1.056928;1.211326;1.635581;1.669903;1.775227;1.771294;1.587909;1.122109;1.517947;-1.873468;-0.827419;-0.909575;-1.019336;-0.870548;-0.915322;-1.779527;-1.833948;24.0
classe24_13.bmp;1.76648;1.693749;1.40334;1.953041;2.157586;1.991609;1.806127;1.813041;1.373439;1.282064;1.222447;1.282064;1.373439;1.813041;1.806127;1.991609;2.157586;1.953041;1.40334;1.693749;-1.999342;-1.423963;-1.583075;-1.466449;-1.106829;-1.010766;-1.917501;-2.065141;24.0
classe24_14.bmp;1.625675;1.432476;1.219097;1.724974;1.916036;1.848669;1.635884;1.574379;1.231672;1.122903;1.074785;1.122903;1.231672;1.574379;1.635884;1.848669;1.916036;1.724974;1.219097;1.432476;-1.752392;-1.490338;-1.762281;-1.615647;-1.161835;-0.984921;-1.740173;-1.741039;24.0
classe24_15.bmp;1.511097;1.308081;1.11316;1.457236;1.647135;1.689681;1.550433;1.525191;1.141861;0.943947;0.87307;0.943947;1.141861;1.525191;1.550433;1.689681;1.647135;1.457236;1.11316;1.308081;-1.594548;-1.567512;-1.638774;-1.384431;-1.073261;-0.917142;-1.617107;-1.56857;24.0
